stemming,label,total_weight,word_weights
curiga janji_jiwa muter playlist,positive,1,"[1, 0, 0, 0]"
kaya kentang janji_jiwa kalah kentang mekdi nih,negative,-2,"[2, 0, 0, -4, 0, 0, 0]"
kalo rumah dom engga ngekos jakarta memang segituan deh,positive,7,"[0, 3, 0, 0, 0, 0, 4, 0, 0]"
gaji barista cafe juta kalo janji_jiwa ruame banget juta kalo gaco mirip lah,positive,4,"[0, 0, 0, 2, 0, 0, 0, 1, 2, 0, -2, 1, 0]"
jangan terlalu baik memang sama orang sering jajanin orang ruang kopi kadang janji_jiwa tomoro dan lain lain putus akhir kali tibatiba kesan jadi wajib celetuk mas kali beli coklat enggak minum kopi yauda beli sendiri,negative,-10,"[-3, -3, 3, 4, 3, 0, 3, 0, 0, -3, 0, 3, 0, 0, 0, -4, -4, 3, 0, 0, 0, 0, 1, -2, -5, 0, 0, 2, 0, 0, -3, 0, -4, 2, -3]"
order shopi food janji_jiwa kopi susu sahabat large,positive,4,"[0, 0, 0, 0, 0, 0, 4, 0]"
datang ukur reguler,negative,-1,"[-4, 3, 0]"
hari minum kopi,negative,-3,"[0, -3, 0]"
lemes banget,negative,-2,"[-3, 1]"
nyata matcha nya janji_jiwa enak,positive,9,"[4, 0, 0, 0, 5]"
hmmm analisis abal baru pikir baca agak ragu tuju tomoro take market kopi saset kalo sanding sama kopi kenang janji_jiwa excelso even starbucks pakai sense kalo mau ambil market kopi saset,positive,12,"[0, 4, 0, 0, 1, 3, 0, -3, 3, 0, 0, 0, 0, 0, 0, -2, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 5, -5, 0, 0, 0]"
lebih baik janji_jiwa endors gue,positive,4,"[1, 3, 0, 0, 0]"
kalo kamu cinta kopi better kopi kenang janji_jiwa isi kopi air semua,positive,6,"[0, 0, 3, 0, 2, 0, 3, 0, 2, 0, -1, -3]"
suka banget sama kopsu sahabat janji_jiwa,positive,11,"[3, 1, 3, 0, 4, 0]"
jago,positive,3,[3]
free admin isi gopay grup promo cgv chatime janji_jiwa kopi kenang,positive,7,"[3, 0, 2, 0, -4, 3, 0, 0, 0, 0, 3]"
hi lebih baik tuku janji_jiwa kopi kenang,positive,8,"[1, 1, 3, 0, 0, 0, 3]"
aku mam pengin janji_jiwa masa,negative,-3,"[2, -5, 0, 0, 0]"
punya janji_jiwa enggak rumputtt,positive,3,"[3, 0, 0, 0]"
kayak greentea enakk malah punya kopi kenang paitt,positive,3,"[-3, 0, 0, 0, 3, 0, 3, 0]"
jir sih ollie ntu suruh ambil gofood janji_jiwa kopi kenang lobby enggak,negative,-7,"[-3, 0, 0, 0, -2, -5, 0, 0, 0, 3, 0, 0]"
mau mie gaco penuh sekarang tinggal mau janji_jiwa,positive,9,"[5, 0, -2, 0, 0, 1, 5, 0]"
kaum menang lebih baik baik kalian segera ambil harga promosi aplikasi janji_jiwa,positive,8,"[0, 4, 1, 3, 3, 0, 3, -5, 3, 0, -4, 0]"
kopi susu sahabat janji_jiwa enak banget,positive,10,"[0, 0, 4, 0, 5, 1]"
selera sih benar cuma buat enak,positive,14,"[3, 0, 2, 3, 1, 5]"
banding janji_jiwa waktu,positive,3,"[3, 0, 0]"
ih toastnya janji_jiwa sekarang engga enak dulu,positive,5,"[0, 0, 0, 0, 0, 5, 0]"
mau toastnya janji_jiwa,positive,5,"[5, 0, 0]"
kopi kenang janji_jiwa kurang banget,positive,1,"[0, 3, 0, -3, 1]"
minum kopi kenang toast janji_jiwa,positive,4,"[-3, 0, 3, 4, 0]"
kalo beli matcha nya janji_jiwa melulu gua bangkrut,negative,-9,"[0, 2, 0, 0, 0, -3, -3, -5]"
janji_jiwa kopi kenang sedikit pahit bagi,negative,-2,"[0, 0, 3, -4, -3, 2]"
beli kopi sosis mangga korek beli jurnal sticker beli mie warung kopi dket tarakanita beli toast janji_jiwa choco apa lupa minum beli kentang janji_jiwa hibiscus berry kaya topup gopay,positive,15,"[2, 0, 0, 0, 4, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4, 0, 0, -3, 1, -3, 2, 0, 0, 0, 0, 2, 0, 0]"
kopi janji_jiwa lumayan kayak apa,negative,-5,"[0, 0, 1, -3, -3]"
awal bulan kopi kenang janji_jiwa tuku fore pillona,positive,5,"[3, -1, 0, 3, 0, 0, 0, 0]"
akhir bulan excelso sachet,negative,-1,"[0, -1, 0, 0]"
pernah kopi kenang jadi janji_jiwa,positive,4,"[0, 0, 3, 1, 0]"
soal janji_jiwa engga melek biasa order arabica,positive,3,"[-1, 0, 0, 2, 2, 0, 0]"
kafeinnya engga tinggi sih arabica isokey melek dikit asal lambung sehat jangan masuk rs,positive,1,"[0, 0, 3, 0, 0, 0, 2, -4, 0, 2, 4, -3, -3, 0]"
kopi janji_jiwa asa kopi tuh menu mana,positive,3,"[0, 0, 3, 0, 0, 0, 0]"
biasa minum point coffee minum janji_jiwa engga asa fess,positive,1,"[2, -3, 0, 2, -3, 0, 0, 3, 0]"
gess lebih enak matcha kopi kenang apa janji_jiwa,positive,6,"[0, 1, 5, 0, 0, 3, -3, 0]"
apa saran kopi dong,negative,-1,"[-3, 2, 0, 0]"
toast janji_jiwa,positive,4,"[4, 0]"
playlist janji_jiwa kamu asik bang,positive,4,"[0, 0, 0, 4, 0]"
iya dulu ngerjain tobk siang malam janji_jiwa menit doang ngerjain sisa bengong pikir utbk nya bagaimana,negative,-7,"[0, 0, -2, 0, 0, -1, 0, 0, 1, -2, -4, 0, 1, 0, 0, 0]"
ken janji_jiwa hemat,positive,7,"[3, 0, 4]"
kata orang kan kopi janji_jiwa enggak enak turut sih waktu pas coba,positive,6,"[-1, 0, 0, 0, 0, 0, 5, -3, 0, 0, 3, 2]"
terus aku coba dong beli kali beli liter eh nyata enak dong,positive,17,"[0, 2, 2, 0, 2, 0, 2, 0, 0, 4, 5, 0]"
arti hack beli janji_jiwa jangan pakai es less ice,negative,-4,"[1, -4, 2, 0, -3, 0, 0, 0, 0]"
latte janji_jiwa lebih bikin melek nujuwww,positive,3,"[0, 0, 1, 0, 2, 0]"
terima kasih janji_jiwa kamu selamat sepi,positive,6,"[2, 2, 0, 0, 5, -3]"
janji_jiwa pejaten free wifi engga,positive,3,"[0, 0, 3, 0, 0]"
tomoro tarik engga tarik repeat order wkaokwok harga kurang jangkau es kopi pernah coba nampaknya model janji_jiwa,positive,9,"[0, 2, 0, 2, 0, 0, 0, 3, -3, 0, 0, 0, 0, 2, 0, 3, 0]"
mau puasa minum kopi hari susah banget kalo kerja yaallah masalah kantor semua kopi kopi jago janji_jiwa animo kopi kenang fore ombe anomali tinggal pilih mana budgetmu,positive,2,"[5, -2, -3, 0, 0, -3, 1, 0, 2, 0, -4, 0, -3, 0, 0, 3, 0, 4, 0, 3, 0, 0, 0, 1, -2, 0, 0]"
jujur ribet as donwload dulu apk nya nama bank saqu lumayan banyak benefit nya kayak diskon terus coba chatime hokben janji_jiwa tomro dan lain lain terus bayar pakai kan promo cashback jadi keitung,positive,2,"[4, -4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, -3, 2, 0, 2, 0, 0, 0, 0, 0, -4, -4, 0, 1, 0, 0, 3, 0, 1, 0]"
minum kopi susu janji_jiwa jam malam melek sekarang gua mau marah,negative,-5,"[-3, 0, 0, 0, 0, -1, 2, 0, -3, 5, -5]"
kalo aku sih tomoro,positive,2,"[0, 2, 0, 0]"
janji_jiwa pernah coba,positive,2,"[0, 0, 2]"
point sama kopi kenang enggak tau cocok aku,positive,14,"[0, 3, 0, 3, 0, 2, 4, 2]"
dd hapus the nuruls minum janji_jiwa bukan kopi kenang,negative,-6,"[0, -3, 0, 0, -3, 0, -3, 0, 3]"
tuju anjir janji_jiwa baru,positive,4,"[3, 1, 0, 0]"
sih sindi mesan janji_jiwa on app salah pickup outlet payah,negative,-4,"[0, 0, 0, 0, 0, 0, -4, 0, 0, 0]"
takut banget yaampun,positive,2,"[1, 1, 0]"
kamu sebelumny asih nomer orang kayak restoran tawar promosi engga,negative,-8,"[0, 0, 3, 0, 0, -3, -4, -4, 0, 0]"
soalny aku jarang banget nyebar no telp benar akhir abang abang janji_jiwa aku tanya kayak buat apa minta no wa,positive,6,"[0, 2, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 2, 2, -3, 1, -3, 2, 0, 0]"
terus aku nany buat promosi terus,positive,3,"[0, 2, 0, 1, 0, 0]"
kamu nomer gua mana,negative,-3,"[0, 0, -3, 0]"
anjrot gua akhir asih nomer gua kasir janji_jiwa buat nambahin poin cenah jangan bikin gua curiga jangan jangan nomer gue disebarluaskan,negative,-11,"[0, -3, 0, 3, 0, -3, 0, 0, 1, 0, 2, 0, -3, 0, -3, 1, -3, -3, 0, 0, 0]"
pagi tadi toast janji_jiwa siang nasi kuning pas sore makan pepaya,positive,7,"[1, 0, 4, 0, 0, 2, -4, 3, 0, 1, 0]"
engga apple apple engga sih fore kali point kopi kenang kali janji_jiwa,positive,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
sengaja nyisain wudhu buat isya tangan malah gasengaja pegang tangan masmas janji_jiwa,negative,-1,"[-2, 0, 0, 1, 0, 1, 0, 0, -2, 1, 0, 0]"
besok otw janji_jiwa ah betul suka banget kopi susu sahabat hehe,positive,10,"[0, 0, 0, 0, 2, 3, 1, 0, 0, 4, 0]"
petisi janji_jiwa buat balikin menu susu arome regal,positive,1,"[0, 0, 1, 0, 0, 0, 0, 0]"
pengin toast nya janji_jiwa beligak,positive,4,"[0, 4, 0, 0, 0]"
saran beli apa,positive,1,"[2, 2, -3]"
sini cuma kopi kenang janji_jiwa tomorro sama lokal beanspot,positive,9,"[0, 3, 0, 3, 0, 0, 3, 0, 0]"
aaakkk lucu banget aku beli janji_jiwa terus anak cewek samperin aku nama siapa,positive,8,"[0, 3, 1, 2, 2, 0, 0, -3, 0, 0, 2, 0, 1]"
nama tania aku lihat engga,positive,5,"[0, 0, 2, 3, 0]"
dong dihpnya foto siapa,positive,4,"[0, 0, 3, 1]"
pacar aku apa,positive,1,"[2, 2, -3]"
nama strap hp bagus banget lucu,positive,6,"[0, 0, 0, 2, 1, 3]"
iya lucu habis tuh lanjut ngbrl banyak,positive,11,"[0, 3, 3, 0, 2, 0, 3]"
aku lama enggak minum fore,negative,-5,"[2, -4, 0, -3, 0]"
asa asingnta kopkennya,positive,3,"[3, 0, 0]"
aku tuh sering janji_jiwa beli kopi kenang rasa aneh apa lidah mulai biasa janji_jiwa,positive,16,"[2, 0, 3, 0, 2, 0, 3, 2, 4, -3, 0, 1, 2, 0]"
janji_jiwa jual kopi sama toast lah anjir rice boxnya gaenak,positive,4,"[0, 1, 0, 3, 4, 0, 1, 0, 0, -5]"
tempat janji_jiwa sama esteh indonesia harga enggak beda jauh fore coffee benar,positive,7,"[3, 0, 3, 0, 0, 3, 0, -2, -4, 0, 2, 2]"
janji_jiwa suci sama scara,positive,7,"[0, 4, 3, 0]"
kalo begini konteks bukan janji_jiwa botak,negative,-4,"[0, -1, 0, -3, 0, 0]"
buset janji_jiwa ramai amattt,positive,3,"[0, 0, 3, 0]"
point ofc kalo engga suka strong coba janji_jiwa kopi susu sahabat enak,positive,14,"[0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 4, 5]"
fess bantu pilih dong lebih baik beli kopi janji_jiwa kopi kenang point apa tomoro,positive,7,"[0, 3, -2, 0, 1, 3, 2, 0, 0, 0, 3, 0, -3, 0]"
jujur iya manis banget,positive,10,"[4, 0, 5, 1]"
depan sekolah dekat kosan aku janji_jiwa amp haus suka nangkring goba begini,positive,9,"[1, 3, 1, 0, 2, 0, 0, 0, 3, 0, 0, -1]"
harga memang murah banget,positive,11,"[3, 4, 3, 1]"
waktu aku beli thai tea harga cuma ribu kalo engga salah,positive,6,"[0, 2, 2, 0, 0, 3, 3, 0, 0, 0, -4]"
apa ribu,negative,-3,"[-3, 0]"
engga pilih size,negative,-1,"[0, -2, 1]"
jadi all size ukur lumayan gede,positive,8,"[1, 0, 1, 3, 1, 2]"
coklat nya janji_jiwa sini manis banget,positive,6,"[0, 0, 0, 0, 5, 1]"
gen ask kata orang kan janji_jiwa enggak enak bikin enak apa penasaran,positive,3,"[0, 0, -1, 0, 0, 0, 0, 5, 0, 5, -3, -3]"
seru banget janji_jiwa baru dekat uin full house,positive,7,"[5, 1, 0, 0, 1, 0, 0, 0]"
nya sini senyum senang sendiriii wakakakakka lucu dah,positive,7,"[0, 0, 2, 5, 0, 0, 3, -3]"
janji_jiwa dekat kantor minum out of stock semua arggghhhhh mau kopi susu sahabat,positive,4,"[0, 1, 0, -3, 0, 0, 0, -3, 0, 5, 0, 0, 4]"
tanam saham janji_jiwa tertawa,positive,5,"[0, 0, 0, 5]"
arti ajar cafe works anjay cari nya sepi kemarin janji_jiwa kayak ajar pasar,negative,-9,"[1, 1, 0, 0, -3, -3, 0, -3, 0, 0, -3, 1, 0]"
ken toast janji_jiwa kali,positive,7,"[3, 4, 0, 0]"
allah lambung salah order minum janji_jiwa ih harus pesan susu coklat gua malah nyebutnya kopi coklat,negative,-6,"[5, 2, -4, 0, -3, 0, 0, -5, 2, 0, 0, -3, 0, 0, 0, 0]"
kopi coklat double kill banget alah,negative,-3,"[0, 0, 0, 0, 1, -4]"
allah tiba tiba pengin janji_jiwa,positive,5,"[5, 0, 0, 0, 0]"
bingung jemput wonwoo janji_jiwa ck fatal love baju ijo dulu,positive,2,"[0, 0, 0, 0, 0, -5, 5, 2, 0, 0]"
point mantap sih kalau enggak aku janji_jiwa,positive,6,"[0, 5, 0, -1, 0, 2, 0]"
kalo enggak mau makan berat janji_jiwa toast kalo mau engga berat enak,positive,20,"[0, 0, 5, 1, 0, 0, 4, 0, 5, 0, 0, 5]"
burger bangor jawab,positive,3,"[0, 0, 3]"
akhir pacar lama until rn aku selalu enjoy kalo mana sendiri even keluar pulau sendiri terus tadi habis margo buat sociolla abistu janji_jiwa buat ngerjain iyref bentar eh sana malah lihat pasang talk each other,positive,4,"[0, 2, -4, 0, 0, 2, 0, 3, 0, 0, -3, 0, -3, 0, -3, 0, 0, 3, 0, 1, 0, 0, 0, 1, -2, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0]"
teman lebih baik janji_jiwa kopi kenang,positive,7,"[0, 1, 3, 0, 0, 3]"
gara minum kopi janji_jiwa jadi enggak antuk akhir ngerjain tugas terus lanjut netflix an pagi,negative,-10,"[-4, -3, 0, 0, 1, 0, -4, 0, -2, -1, 0, 2, 0, 0, 1]"
bjir sekarang janji_jiwa engga tunai,positive,3,"[0, 0, 0, 0, 3]"
pwr ora sono sono janji_jiwa doang,negative,-2,"[0, -3, 0, 0, 0, 1]"
janji_jiwa memang napasie ah,positive,4,"[0, 4, 0, 0]"
ges nasi geber janji_jiwa enak engga,positive,7,"[0, 2, 0, 0, 5, 0]"
gapapa ayok coret kapan han janji_jiwa,positive,2,"[0, 0, 2, 0, 0, 0]"
sama janji_jiwa sayang ft,positive,6,"[3, 0, 3, 0]"
ahahahhahahahhahahaha aky pernah beli janji_jiwa tlong rekomen apa enak,positive,4,"[0, 0, 0, 2, 0, 0, 0, -3, 5]"
coba kopi kopi kopi kenang janji_jiwa fm hehe,positive,5,"[2, 0, 0, 0, 3, 0, 0, 0]"
janji_jiwa favorit aku,positive,7,"[0, 5, 2]"
ih jir lama engga dengar janji_jiwa,negative,-5,"[0, -3, -4, 0, 2, 0]"
cuma napsu doang sih mau beli toast janji_jiwa pas pulang mau beli subway ottokeeee,positive,22,"[3, -3, 1, 0, 5, 2, 4, 0, 3, 0, 5, 2, 0, 0]"
biasanyaa cafee sekitar cpi sih soalnyaa suka kalo viewnyaa cakep tenangg jadi datengnya jam tenang doang baru pernah sbux cpi nordic janji_jiwa,positive,15,"[0, 0, 0, 0, 0, 0, 3, 0, 0, 5, 0, 1, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0]"
penasaran bagaimana bentuk cup baru janji_jiwa large version,positive,1,"[-3, 0, 4, 0, 0, 0, 0, 0]"
yaampun engga pernah engah engga terlalu suka kopi janji_jiwa hahah,positive,1,"[0, 0, 0, 1, 0, -3, 3, 0, 0, 0]"
i sih nyata lumayan lama,positive,1,"[0, 0, 4, 1, -4]"
banyak coba kecil senang,positive,7,"[3, 2, -3, 5]"
kayak barusan nih nongki janji_jiwa terus coba kopi susu rasa enakk banget mulai manis nya pas buat happy banget woy syukur banget apa happy,positive,26,"[-3, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 1, 1, 5, 0, 3, 1, 5, 1, 0, 5, 1, -3, 5]"
apa kopi susu sahabat janji_jiwa enak banget manis nya pas buat gueeee,positive,16,"[-3, 0, 0, 4, 0, 5, 1, 5, 0, 3, 1, 0]"
americanonya janji_jiwa pahit banget buset kalah paitnya omong tetangga,negative,-10,"[0, 0, -3, 1, 0, -4, 0, -4, 0]"
hari janji_jiwa terus lagu puter roman picis,positive,2,"[0, 0, 0, 2, 0, 0, 0]"
ingat mantan hari putus share lagu hahaha tahi,negative,-1,"[2, -3, 0, 3, 0, 2, 0, -5]"
habis minum kopi sahabat janji_jiwa enak banget,positive,10,"[3, -3, 0, 4, 0, 5, 1]"
antar balik rs dulu terus janji_jiwa dulu beli kopi terus bogor antar pulang rumah jam malam,positive,1,"[0, -3, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, -1]"
nyi roro kidul ah elah manusia jorok kamu mah,negative,-2,"[0, 0, 0, 0, 0, 3, -5, 0, 0]"
bukan kirim sajen malah kirim sisa ayam geprek sama kopi janji_jiwa botol aqua,negative,-4,"[-3, 2, -4, 0, 2, -4, 0, 0, 3, 0, 0, 0, 0]"
gapapa tetap tunggu nikmat sih janji_jiwa,positive,7,"[0, 3, 1, 3, 0, 0]"
coba matchanya fore sama janji_jiwa,positive,5,"[2, 0, 0, 3, 0]"
vanilla latter janji_jiwa enak nyata,positive,9,"[0, 0, 0, 5, 4]"
sumpah janji_jiwa promo gede banget gin cuma tiga puluh rebu coy,positive,12,"[3, 0, 3, 2, 1, 0, 3, 0, 0, 0, 0]"
mau minum janji_jiwa mas susu coklat,positive,2,"[5, -3, 0, 0, 0, 0]"
habis lihat konten coin family cheryl sama joel kopi americano benar fore rasa hambar banget kayak habis minum kopi terus tempat isi air putih jadi lebih kopi seuprit banget lebih rasa janji_jiwa soal aku pernah coba janji_jiwa sama fore,positive,20,"[3, 3, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 2, -3, 1, -3, 3, -3, 0, 0, 3, 2, -1, -4, 1, 1, 0, 0, 1, 1, 2, 0, -1, 2, 0, 2, 0, 3, 0]"
lawson sama point sama creamy kalo kopi kenang janji_jiwa matchanya strong,positive,9,"[0, 3, 0, 3, 0, 0, 0, 3, 0, 0, 0]"
rank matcha latte pernah gue coba lawson oatmilk less sugar kopi kenang oatside point fresh milk biasa janji_jiwa nih biasa,positive,7,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, -2, 0, 2, 0, 0, 2]"
janji_jiwa engga buka jam sih,positive,3,"[0, 0, 3, 0, 0]"
kipak anjir sih janji_jiwa bel,positive,1,"[0, 1, 0, 0, 0]"
kaya asik deh kalau tinggal ber rumah gede kalau lulus kuliah ditemenin basreng sama janji_jiwa plus teh keluarga enggak pernah lewat ahahahha mau nginep,positive,33,"[2, 4, 0, -1, 1, 0, 3, 2, -1, 5, 1, 0, 0, 3, 0, 2, 1, 4, 0, 0, 2, 0, 5, 0]"
worth aplgi kamu beli via online platform,positive,2,"[0, 0, 0, 2, 0, 0, 0]"
kalo jadi isu kamu ada tambah biaya shrsnya kamu aware order app sedia jasa,positive,13,"[0, 1, -1, 0, 4, 3, 0, 0, 0, 0, 0, 0, 2, 4]"
kopi hitam ganti nescafe enak bikin kopi ala janji_jiwa apas kapal api engga cocok,positive,14,"[0, -4, 3, 0, 5, 0, 0, 0, 0, 5, -3, 4, 0, 4]"
janji_jiwa rebranding tetap gaenak,negative,-2,"[0, 0, 3, -5]"
begini minum orkay janji_jiwa rasa apa kak,negative,-5,"[-1, -3, 0, 0, 2, -3, 0]"
aku enggak pernah minum janji_jiwa,negative,-1,"[2, 0, 0, -3, 0]"
dong minum janji_jiwa,negative,-3,"[0, -3, 0]"
worth janji_jiwa kan memang harga segitu,positive,4,"[0, 0, 0, 4, 3, -3]"
janji_jiwa sama gaco,positive,1,"[0, 3, -2]"
matcha janji_jiwa enak banget waktu semingu kali kali ngorder matcha,positive,6,"[0, 0, 5, 1, 0, 0, 0, 0, 0, 0]"
antara tomoro kopi kenang janji_jiwa range harga mirip,positive,7,"[0, 0, 0, 3, 0, 0, 3, 1]"
menang tetap kopi kenang,positive,10,"[4, 3, 0, 3]"
kopi susu sahabat janji_jiwa enak banget,positive,10,"[0, 0, 4, 0, 5, 1]"
selamat janji_jiwa masuk jejer kopi favorit aku tuku,positive,9,"[5, 0, -3, 0, 0, 5, 2, 0]"
tahan laper malam apa goput janji_jiwa,negative,-6,"[1, -3, -1, -3, 0, 0]"
tenks buat kalian deh mau ngeramein menfess aing rek,positive,6,"[0, 1, 0, 0, 5, 0, 0, 0, 0]"
lebih baik tuku nescafe nang idmalfa janji_jiwa apa fore rek,negative,-4,"[1, 3, 0, 0, -5, 0, 0, -3, 0, 0]"
dewasa sadar kalau toastnya janji_jiwa enak cukup ngenyangin alias aarghhh senang banget ketemu comfort food baru mikir lama buat coba,positive,11,"[2, 2, -1, 0, 0, 5, -5, 0, 0, 0, 5, 1, 1, 0, 0, 0, 2, -4, 1, 2]"
janji_jiwa point coffee,positive,2,"[0, 0, 2]"
minta less sugar,positive,2,"[2, 0, 0]"
janji_jiwa enak point coffe enak,positive,10,"[0, 5, 0, 0, 5]"
nuggetnya janji_jiwa enak banget gilaaak,positive,6,"[0, 0, 5, 1, 0]"
pesan janji_jiwa lewat apk janji_jiwa enggak tau outlet nya,positive,6,"[2, 0, 2, 0, 0, 0, 2, 0, 0]"
waktu coba janji_jiwa kurang point coffee enak matchanya,positive,6,"[0, 2, 0, -3, 0, 2, 5, 0]"
butuh minum gula,negative,-8,"[-5, -3, 0]"
haus apa janji_jiwa pengin haus banyak es batu,positive,2,"[0, -3, 0, 0, 0, 3, 0, 2]"
janji_jiwa sekali sedot habis,positive,2,"[0, -1, 0, 3]"
ahelah enggak jadi lah,positive,1,"[0, 0, 1, 0]"
kopi kopi kenang janji_jiwa enak apa,positive,5,"[0, 0, 3, 0, 5, -3]"
semalem minim kopi susu sahabat janji_jiwa enak banget creamy gurih tipe kopi susu suka tambah murah,positive,17,"[0, -3, 0, 0, 4, 0, 5, 1, 0, 1, 0, 0, 0, 3, 3, 3]"
janji_jiwa diskon terus dong hehehehehehehehe,positive,2,"[0, 2, 0, 0, 0]"
keren janji_jiwa omong apa apa upselling duluan awikwok,negative,-8,"[0, 0, -4, -3, -3, 0, 2, 0]"
stujuuu cuman sayang famima dom aku wkwkw kalo aku lebih baik janjiwkopken sih,positive,11,"[0, 0, 3, 0, 0, 2, 0, 0, 2, 1, 3, 0, 0]"
tetap hidup soal kopi janji_jiwa enak,positive,9,"[3, 2, -1, 0, 0, 5]"
bismillah kopi kenang janji_jiwa kalah sbuks the same way domar alfa kalah sevel,negative,-1,"[4, 0, 3, 0, -4, 0, 0, 0, 0, 0, 0, -4, 0]"
milk bun manis banget mesti ngilu otak somtam pengin banget walaupun picky kalau soal seafood janji_jiwa tuh dulu sekarang coba hmm yyy,positive,3,"[0, 0, 5, 1, -3, -4, 3, 0, 0, 1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 2, 0, 0]"
deh tau kalo habis minum janji_jiwa enggak bisa tidur minum,positive,2,"[0, 2, 0, 3, -3, 0, 0, 0, 3, -3]"
kalo rasa kopi janji_jiwa mau deh,positive,7,"[0, 2, 0, 0, 5, 0]"
dekat sekolah banyak outlet kopi masuk tomoro kopi kenang janji_jiwa,positive,7,"[1, 3, 3, 0, 0, -3, 0, 0, 3, 0]"
paling aku sering beli sih tomoro sama janji_jiwa,positive,12,"[2, 2, 3, 2, 0, 0, 3, 0]"
aku suka tomoro tempat nya pw banget buat nongki sama teman temenku,positive,13,"[2, 3, 0, 3, 0, 0, 1, 1, 0, 3, 0, 0]"
hari nderr kemarin baru banget janji_jiwa lumayan pot,positive,2,"[0, 0, 0, 0, 1, 0, 1, 0]"
makan mie bangladesh yuw belah janji_jiwa,negative,-4,"[1, 0, 0, 0, -5, 0]"
toast janji_jiwa versi low budget,positive,4,"[4, 0, 0, 0, 0]"
janji_jiwa deh kata,negative,-1,"[0, 0, -1]"
matcha latte certified enak jauh baru janji_jiwa point coffee,positive,3,"[0, 0, 0, 5, -4, 0, 0, 0, 2]"
sana janji_jiwa dekat,positive,1,"[0, 0, 1]"
lihat janji_jiwa jadi pengin kopi aku puasa kopi huffftttt,positive,4,"[3, 0, 1, 0, 0, 2, -2, 0, 0]"
aku lama banget enggak minum janji_jiwa terus barusan beli nyata janji_jiwa enak,positive,7,"[2, -4, 1, 0, -3, 0, 0, 0, 2, 4, 0, 5]"
hooo matchalatte tomoro sama janji_jiwa rasa samaaa akhir gaperlu jauh beli matchalatte haha,positive,3,"[0, 0, 0, 3, 0, 2, 0, 0, 0, -4, 2, 0, 0]"
baik deal today beli kop janji_jiwa only,positive,6,"[3, 0, 0, 2, 0, 0, 1]"
janji_jiwa mingyu lebih mahal memang wak,positive,6,"[0, 0, 1, 1, 4, 0]"
murah harus kalo janji_jiwa,negative,-2,"[3, -5, 0, 0]"
hi,positive,1,[1]
let si be friends tmi aku baru selesai makan toast janji_jiwa nyam,positive,12,"[0, 0, 0, 3, 0, 2, 0, 2, 1, 4, 0, 0]"
agen beras jati raya nder sebrang olivejanjiw pasar,negative,-3,"[-3, 0, 0, 0, 0, 0, 0, 0]"
janji_jiwa apa lupa,negative,-2,"[0, -3, 1]"
kopi buka jam an apa kira tuku kopi kenang janji_jiwa famima semua jam buka mcd boycott,positive,5,"[0, 3, 0, 0, -3, 2, 0, 0, 3, 0, 0, -3, 0, 3, 0, 0]"
betul mas suka sekali kopi paling suka janji_jiwa beberapa hari lalu coba tomoro sih lumayan janji_jiwa tetap hati,positive,23,"[2, 0, 3, -1, 0, 2, 3, 0, 3, 0, 3, 2, 0, 0, 1, 0, 3, 2]"
anjay,negative,-3,[-3]
iya mas paling suka vanilla latte caramel macchiato,positive,5,"[0, 0, 2, 3, 0, 0, 0, 0]"
gua mau kebab janji_jiwa,positive,2,"[-3, 5, 0, 0]"
anjir kayak gua pas mau langsung gigit janji_jiwa toast potek,positive,8,"[1, -3, -3, 3, 5, 3, -2, 0, 4, 0]"
kamu enggak mau ngepap janji_jiwa apa,positive,2,"[0, 0, 5, 0, 0, -3]"
janji_jiwa sama tuku,positive,3,"[0, 3, 0]"
point coffee punya nyata pahit aku waktu coba pertama kali kopi ntu langsung arghhhhh sesal kepaitan soal kan kata orangorang manis,positive,17,"[0, 2, 3, 4, -3, 2, 0, 2, 0, 0, 0, 0, 3, 0, 1, 0, -1, 0, -1, 0, 5]"
mau janji_jiwa malas banget jauh,negative,-2,"[5, 0, -4, 1, -4]"
okay janji_jiwa kopi sahabat enak banget,positive,14,"[4, 0, 0, 4, 5, 1]"
maca janji_jiwa kayak air doang,negative,-3,"[0, 0, -3, -1, 1]"
beberapa matcha aku pernah coba lebih enak matchanya janji_jiwa sama chatime,positive,16,"[3, 0, 2, 0, 2, 1, 5, 0, 0, 3, 0]"
janji_jiwa minum kopi janji_jiwa makan mie ayam,negative,-2,"[0, -3, 0, 0, 1, 0, 0]"
martabak apa janji_jiwa,negative,-3,"[0, -3, 0]"
